510	2228.569824
511	2223.812988
512	2218.963379
513	2214.026611
514	2209.007568
515	2203.911621
516	2198.744385
517	2193.510986
518	2188.216797
519	2182.867188
520	2177.467285
521	2172.022461
522	2166.538086
523	2161.019531
524	2155.472168
525	2149.901123
526	2144.311768
527	2138.709717
528	2133.099609
529	2127.487549
530	2121.878418
531	2116.277344
532	2110.690186
533	2105.121826
534	2099.577881
535	2094.063477
536	2088.583984
537	2083.144775
538	2077.750977
539	2072.408203
540	2067.121338
541	2061.896240
542	2056.738037
543	2051.651855
544	2046.643066
545	2041.717041
546	2036.879272
547	2032.134766
548	2027.489136
549	2022.947388
550	2018.515137
551	2014.197632
552	2010.000000
553	2005.926636
554	2001.977417
555	1998.150879
556	1994.445923
557	1990.861206
558	1987.395508
559	1984.047485
560	1980.816040
561	1977.699707
562	1974.697388
563	1971.807617
564	1969.029419
565	1966.361206
566	1963.801880
567	1961.350220
568	1959.004883
569	1956.764648
570	1954.628174
571	1952.594238
572	1950.661499
573	1948.828857
574	1947.094971
575	1945.458496
576	1943.918335
577	1942.473022
578	1941.121460
579	1939.862305
580	1938.694214
581	1937.616089
582	1936.626587
583	1935.724365
584	1934.908325
585	1934.177002
586	1933.529297
587	1932.963745
588	1932.479370
589	1932.074707
590	1931.748535
591	1931.499512
592	1931.326538
593	1931.228271
594	1931.203369
595	1931.250610
596	1931.368774
597	1931.556519
598	1931.812622
599	1932.135864
600	1932.524902
601	1932.978516
602	1933.495483
603	1934.074463
604	1934.714111
605	1935.413330
606	1936.170776
607	1936.985229
608	1937.855347
609	1938.779907
610	1939.757690
611	1940.787231
612	1941.867554
613	1942.997192
614	1944.174927
615	1945.399536
616	1946.669678
617	1947.984131
618	1949.341553
619	1950.740845
620	1952.180664
621	1953.659668
622	1955.176758
623	1956.730469
624	1958.319580
625	1959.942993
626	1961.599243
627	1963.287109
628	1965.005371
629	1966.752808
630	1968.528076
631	1970.329956
632	1972.157104
633	1974.008301
634	1975.882324
635	1977.777832
636	1979.693604
637	1981.628418
638	1983.580811
639	1985.549805
640	1987.533936
641	1989.531982
642	1991.542725
643	1993.564819
644	1995.597046
645	1997.638184
646	1999.686890
647	2001.741943
648	2003.802002
649	2005.865845
650	2007.932373
651	0.000000
